-2.02494974,3.42417243
-0.90666921,1.87570057
0.72401520,-2.80725338
0.23779484,-0.54103397
0.15618426,-0.36043556
0.70041268,-2.95057116
0.57132981,-3.30395244
-0.55641031,2.74090658
0.11271536,5.17941819
2.51594536,-3.29824901
0.57268958,-2.87923992
-0.18825489,1.68918677
-0.90139552,1.69189390
0.32922030,3.04163864
3.80989437,-5.94915488
1.21771807,-3.04254671
2.69701279,-4.25850096
0.81517949,-4.16311294
0.79487328,-2.44725853
-0.36843712,-2.72363319
-2.28083689,2.56396898
-0.08993432,-1.88876950
-0.24808932,-1.10345657
-0.05449161,-1.89584290
-0.73746240,2.07704572
-0.28948958,-0.62913844
-1.04969184,2.64379192
2.31771282,-4.22390731
0.43640531,-1.39921528
-0.68894349,2.30360907
-2.19281475,0.51640115
-0.75573956,1.41866369
-0.25133411,2.31049548
3.39829584,-4.51566770
-1.96996924,0.57829482
-1.88992073,-0.31182567
-1.26420151,0.44596631
-1.29962870,-0.12307897
0.47463915,-1.96723022
1.45639770,-2.95436937
0.78875716,-1.48082400
0.54482272,3.11630658
0.60792046,1.17825947
1.97325791,-2.63173946
-0.22625542,0.88500859
-1.24371498,-0.67014870
1.52632343,-4.63829667
-1.06980434,-2.18744512
-0.39711177,2.47833803
0.67487383,1.01562420
-0.15668288,1.36106448
-1.18032623,3.78371046
-0.32229685,-1.49125887
-0.47011454,3.15896155
2.45937881,-3.36467422
-0.31116643,1.60271430
-0.06286398,3.27088715
-2.47718170,0.51060560
-0.43078783,-0.95885293
-0.76349147,1.01172387
3.01419028,-1.01294041
-0.20568663,-1.13454662
-1.11158949,3.04019290
-0.86062743,3.70727551
0.32883981,5.66062646
-0.19354577,1.59467206
3.34177511,-3.56669849
0.63356903,1.32763327
-0.61500822,2.75280043
0.56820625,-1.89950809
-0.78302338,-0.24277835
-1.24917598,0.95132299
-0.81911950,3.33590313
-1.50307092,0.44304246
-0.82784850,-0.78993611
-0.48994605,1.30238773
-1.33836564,2.04632683
0.11758734,3.15387296
2.01410682,-3.67529158
-1.21770856,-0.10674960
2.53563375,-4.23928608
2.66106495,-3.44602339
-0.17190969,-1.73365046
-1.13599562,2.93302257
1.51244624,-3.23438568
-1.09539045,1.57968227
0.07625734,2.45912775
-0.33574283,-0.48231395
-0.32656476,-1.50193409
-0.74918047,-0.20996452
-0.68899287,-3.16456041
2.92684298,-5.36065720
-1.09736427,0.69870879
-0.44999748,-1.46163317
-0.16456571,0.16096816
-1.04633293,-1.44467132
-0.44933219,3.04680519
2.19959114,-3.62528474
-0.54612736,5.15842630
-1.31233031,-0.94181900
3.49737539,-3.42044464
-0.38121775,1.43705801
0.88293368,0.61384583
-0.00644573,-2.11649055
-0.11035952,0.30966813
-0.32354939,-1.86659709
0.03035076,1.34239435
1.77472409,-2.51910468
-0.08511082,3.60390708
1.87330597,-3.36551929
-1.02143203,0.01458735
0.59376268,1.90393907
-1.15331269,0.52461219
-0.94709597,2.35662254
0.06906290,-1.68562739
-0.48217640,1.70192601
0.43017262,3.05152043
1.21921093,-2.64274882
-1.00933316,0.60331952
0.31067540,-2.06405988
0.92741633,-1.04163416
-1.20261172,4.64821204
0.60465877,-2.87351050
-1.34696101,-1.19155179
-0.83844342,1.51692926
-0.88102641,0.61655919
-1.55300491,-0.37346659
1.24270503,-3.03896743
-0.21654150,-2.09386521
1.83913805,-3.55392388
2.19623692,-4.43884674
3.58079588,-6.57352267
1.03559522,-3.04267037
1.17615431,-2.76341685
-0.84622951,1.69009783
-0.53669174,2.13396156
-0.65026372,1.90435032
-0.22650296,-0.15504057
3.09941826,-2.95867744
0.74480959,-2.02869049
-1.15258327,-0.34954377
-0.30430123,1.30211660
2.17015826,-4.53460577
3.93683953,-4.77650277
1.13745829,-1.65882566
-1.08402244,1.67772409
1.33666581,-2.69464836
0.62625985,-2.50218772
-1.03712258,1.05136058
0.42535639,2.92277639
-1.69368481,-1.04343546
-0.23776621,-0.35606613
-0.88997777,0.29890482
-0.56205219,4.17839716
-0.98380767,1.41063343
-0.10562051,3.55573544
0.59826540,1.78531890
1.18558940,-2.89159492
-0.15520982,1.79376596
-3.43016068,1.62926339
3.39521100,-5.17223623
1.05677621,-1.74316826
1.71804423,-2.82184378
0.06146679,-3.47912749
-0.06188056,2.08309863
-1.03190836,2.92504366
-0.36697400,-0.89609408
0.38509424,-1.87847577
-0.14574623,2.14571861
0.62787172,-1.31095555
-0.42225043,2.67527324
0.99585599,-2.46387943
-0.50552792,0.85096304
0.46209640,2.96361095
1.43722568,-2.10115334
1.90424675,-3.44995294
-1.09565684,-0.45816158
-0.05052518,-1.52889421
-1.06275517,0.79751081
-0.39862885,2.79474339
-1.09573245,2.10051708
-1.76929064,2.94502086
-0.22399477,3.60867925
-0.08173375,5.20644416
0.17776279,-0.81548871
-0.65619030,2.06319207
-1.46096598,0.36694244
1.85898588,-3.31929702
1.40374823,-1.68676339
-0.81955959,-0.51598189
-0.04714075,-0.28094766
0.67023242,-1.75892412
2.06738087,-2.60477780
0.05978846,0.88458462
-0.70694620,-0.82778315
-0.20541419,3.82424915
1.39791912,-2.03171186
-0.66704748,0.79448965
-1.13150744,0.55977475
0.20057609,-1.51749805
-0.32158183,-1.39098474
-0.73097427,0.92289107
0.35984236,-2.34881998
0.95696884,-3.14452111
-0.49523464,2.39735963
-0.55145204,2.77247203
0.28156176,-0.53702039
0.22824550,1.62779464
0.91100177,-3.18116029
-0.20764697,1.45274636
-1.34524982,3.99676548
-1.04337436,-0.56459654
0.62374426,-1.81425808
1.67420116,-4.44330170
-1.17101949,0.84186002
-1.22028514,2.53601989
-1.74829128,2.52265245
-0.93386519,2.04342786
0.35302521,-2.93481305
-0.57115303,2.21324160
-0.72986807,3.34505169
-1.27182828,-2.46464761
0.55056129,-3.37346624
-0.05146308,-1.11829654
-2.01204695,0.46960172
0.43839593,-2.55712655
-0.91309469,1.83520291
0.65169249,-1.36221014
-0.09951579,3.36254026
4.68274161,-6.97409561
-0.81725437,0.53096015
0.25097844,5.14885957
2.17147634,-3.99405074
-1.78857817,-0.85900128
-1.43049333,-0.49968864
2.26112830,-3.27438395
-0.83297697,-0.58802414
-0.55552047,2.79202969
2.03875573,-4.27384562
0.48265096,1.99970729
-0.87870255,0.13614828
-0.64069871,2.70328404
2.20538658,-2.35521694
1.29731223,-1.96477842
-0.98874351,1.18954689
-0.47523717,2.19818130
-1.38981464,-1.03956826
0.91172399,3.27044254
-0.94051922,2.67418868
-0.37480569,-1.55527492
-0.59373603,4.86571364
-0.23816472,1.51968810
-0.36024223,1.56844109
-0.14356931,-1.78063531
-1.74810019,-0.51894835
1.86254680,-2.94417615
-1.74442479,1.12346500
-1.20215442,3.42889162
-0.06184635,1.90374862
0.32949524,1.83134241
0.96405083,-3.76651209
-1.03914894,1.59949339
0.09417555,1.31198749
-0.85578639,1.59622009
-1.94273004,0.41182231
0.29239553,-2.68879974
-0.64317357,0.17443688
-1.99026102,-1.36198391
1.39321039,2.11522407
-0.01317211,-2.08757472
-0.66200026,3.93622953
-0.32531867,2.36932898
-0.35049463,-1.64910395
-0.41522236,-0.54863263
-0.40871107,2.65131543
-0.25294662,3.02671807
-0.61170464,-1.27032402
-1.69169360,-0.75756613
2.32030879,-4.49833133
-1.29589466,3.00883663
1.88717435,-2.77130127
2.77088570,-4.32393108
0.44715474,0.44338990
-0.69547127,-1.13264268
-0.92165142,1.80172255
-0.95760052,0.64535895
0.49916827,-2.49109781
1.19726405,-2.59127642
-0.77738445,4.47203868
-0.63271424,-1.57058228
3.26976017,-3.76666051
0.17679657,-1.49871313
0.09767230,-3.35645339
-0.71780324,3.29267273
-0.60821232,-1.86261956
-0.58611706,4.43260044
0.83068251,-1.28632569
-1.37114018,-1.21615183
-0.73623049,2.42003274
4.76586013,-6.41191053
-0.60008891,0.77131476
-0.64476563,0.90830924
-1.24874484,1.09479986
-0.96554811,-1.35725725
-1.12982778,-1.44914511
-1.57013954,3.15491345
-0.69757850,1.76739258
-0.55521420,2.57747288
1.14090846,-2.66206457
1.30853341,-2.41166348
-1.29587489,3.84538270
0.58493116,-1.02689781
-0.74226621,-1.49140801
-0.12819549,1.57943273
0.33840424,0.98773416
-1.07863159,1.03540375
-0.88774705,0.41893328
2.51728432,-4.24832429
0.21272220,3.69126161
0.01026093,2.61367715
0.58807247,-2.83545347
-1.14679381,-0.66355669
0.90696724,-2.09651173
1.99817340,-2.23986744
0.14538370,-1.79117489
-0.63796279,2.31084572
1.96203587,-2.42668161
1.32520643,-2.49243356
1.96478252,-4.74347727
1.77056764,-4.53814332
-0.04516777,-1.10769884
0.23579871,2.30376289
0.34199783,-1.01157133
-1.45837462,2.86240070
-0.14746544,-0.54676589
-1.22771600,0.87353478
0.84561566,2.96586192
1.03835294,-2.79521666
-0.27618472,-0.94204403
3.66222908,-5.18594917
-0.86447881,1.67152184
-0.18369520,4.19933751
2.30361742,-2.82540848
1.53857247,-1.57599958
-0.72347716,-0.60803067
0.18382855,1.67608493
-1.24621276,2.23691650
-0.80550078,4.99991789
0.59717767,-1.69408104
1.62901891,-3.97091075
-0.35243719,3.62844003
2.04679857,-3.65359924
0.32395296,-1.40258148
-0.63808934,0.94368384
-0.09531429,2.91773468
-1.14106936,0.30224444
0.60187759,2.28651137
-0.24188287,0.81053108
-0.20326679,-0.09802843
0.30126873,0.07619390
-1.10921796,2.45697025
-0.34707822,1.35820953
-0.23887100,2.22648271
-1.02681145,2.63135222
0.51759268,0.07993514
1.21674641,-1.35495578
-1.20518222,3.09319771
-1.51004756,1.62504083
-1.36024234,0.17519808
-0.53863185,3.52224076
-0.62276054,-0.98349137
-0.49539508,2.21988084
0.06117737,2.95742087
-1.31493859,3.94764087
-4.60410650,1.84820171
0.28578064,3.10391812
-0.93891309,0.13268027
0.07535102,2.44353317
-1.06872042,2.50355922
-0.41194742,2.08276964
-1.38169144,4.63007861
-0.58432664,2.88286853
-1.27765835,3.38785207
-1.60722644,0.40802813
-0.65179760,-0.55810901
1.99660900,-2.38086383
-0.51090446,3.76384088
-1.88399095,2.23553885
-1.65472270,3.05034945
0.42102180,-2.67928406
-0.12886325,0.90639325
1.21652425,-3.89087856
-0.84101689,2.00333515
-2.59476207,1.57520842
1.06818690,-3.47911125
-1.88411605,0.70879532
0.55439700,-2.76825940
-1.35504015,4.75622636
-0.98416931,1.20578697
0.96899250,3.70222551
